M-id,C-id,Local_lat,Local_long,Region,Division,Subregion,Area/Kingdom,Culture,Culture_loc,M_cid,Audio_notes,Duration,Audio_file,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Lyrics,Living_metadata,Recorded_by,Year,Publisher,Publcation_collection,Repository,Classification_notes,Audio_file_Pending,Metadata_notes,Source_Notes,Source Tag
0408,1366,-25.59,21.09,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Juǀʼhoansi,"Kalahari Desert, Southwestern Africa",19262,,,NULL,T1250.7,Game Song,Game Song,Game song,,,,,Nicholas England,1961,Previously Unpublished,"Nicholas England Collection of audio recordings from 1951-1961 both originals and duplicates of audio tapes recorded
during the John Marshall Ju/’hoan Bushman Expeditions
1950-2000","The John Marshall Ju/’hoan Bushman Film and Video Collection,1950-2000, Human Studies Film Archives,
Smithsonian Institution, Washington, D.C.; copy in the Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JMJBC1961GameSong
0409,1363,-25.59,21.09,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Juǀʼhoansi,"Kalahari Desert, Southwestern Africa",19262,,,NULL,T1250.3,Zhuǀʼhõasi Song 1,,,,,,,Nicholas England,1961,Previously Unpublished,"Nicholas England Collection of audio recordings from 1951-1961 both originals and duplicates of audio tapes recorded
during the John Marshall Ju/’hoan Bushman Expeditions
1950-2000","The John Marshall Ju/’hoan Bushman Film and Video Collection,1950-2000, Human Studies Film Archives,
Smithsonian Institution, Washington, D.C.; copy in the Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JMJBC1961ZhuǀʼhõasiSong1
0410,1361,-19.73,20.46,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Juǀʼhoansi,"Nyae Nyae region, Northeast Namibia",19262,,0:00:59,T5521R16,T1250.1; WFS1B.16,Honey Song,Honey Song; Hocket,Honey song,"Mixed chorus, hocketing, beaten stones",Mixed Voices; Hocketing; Beaten Stones,,,Nicholas England,1961,Previously Unpublished,"Nicholas England Collection of audio recordings from 1951-1961 both originals and duplicates of audio tapes recorded
during the John Marshall Ju/’hoan Bushman Expeditions
1950-2000","The John Marshall Ju/’hoan Bushman Film and Video Collection,1950-2000, Human Studies Film Archives,
Smithsonian Institution, Washington, D.C.; copy in the Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JMJBC1961HoneySong
0411,1362,-25.59,21.09,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Juǀʼhoansi,"Kalahari Desert, Southwestern Africa",19262,,,NULL,T1250.2,Menstruation Ceremony Song,Puberty Song; Ceremonial Song,Menstruation ceremony song,Female chorus,Female Voices,,,Nicholas England,1961,Previously Unpublished,"Nicholas England Collection of audio recordings from 1951-1961 both originals and duplicates of audio tapes recorded
during the John Marshall Ju/’hoan Bushman Expeditions
1950-2000","The John Marshall Ju/’hoan Bushman Film and Video Collection,1950-2000, Human Studies Film Archives,
Smithsonian Institution, Washington, D.C.; copy in the Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@JMJBC1961MenstruationCeremonySong
0412,,-19.73,20.46,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Juǀʼhoansi,"Nyae Nyae region, Northeast Namibia",19262,,,,4A23.A1,Bushman Woman Singing,Foraging Song,"A Bushman woman sings a song expressing the pleasure of finding //karu, a succulent wild root which is one of their favorite foods.",Female solo,Female Voice,,,Elizabeth Marshall; John Marshall ,1953,Peabody Museum and Musée de l'Homme,Bushman and Pygmy Music. Peabody Museum and Musée de l'Homme LD9,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@CNRS1957BushmanPygmy
0413,,-19.73,20.46,Africa,Southern Africa,W & C Southern Africa,Angola/ Botswana/ Namibia/ South Africa/ Zambia,Juǀʼhoansi,"Nyae Nyae region, Northeast Namibia",19262,,0:01:40,,4A23.A3,Bushman chorus of three women (Giraffe Medicine Music),Medicine song; healing song; dream song,"≠Nisa ! Na, an old medicine woman, and two other old women sing some of the giraffe medicine music given her in a dream by the great God, who lives in the eastern sky.",≠Nisa ! Na; two old women; handclapping,Female Voices; Handclapping,,,Elizabeth Marshall; John Marshall ,1953,Peabody Museum and Musée de l'Homme,Bushman and Pygmy Music. Peabody Museum and Musée de l'Homme LD9,"Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie, http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,,@CNRS1957BushmanPygmy
0414,258,2.72,30.64,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",Mbuti,"Ituri Forest, Province Orientale, Democratic Republic of the Congo",21132,,0:01:42,T5439R12,4A22.A8,Traveling Song,Traveling Song,"Whenever a group of pygmy tribesmen set out on foot, bicycle, or perched on a truck, they are likely to sing this travel song.","Male leader, mixed chorus, sticks, drum",Male Voice; Mixed Voices; Sticks; Drum,,,Colin M. Turnbull; Francis S. Chapman,1950s,Smithsonian Folkways,"Music of the Ituri Forest. Folkways Records FE4483, 1957","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Made in affiliation with the American Museum of Natural History. Sent to A.L. by Colin Turnbull in 1960.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14866,@FW1958MusicOfTheIturiForest
0415,,2.72,30.64,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",BaNguana,"Ituri Forest, Province Orientale, Democratic Republic of the Congo",11600,,0:01:18,,4A22.A5,Mgongo Utule,,This song is found in almost exactly the same form among Arabise tribes from the east coast through to the far side of the Ituri forest. ,Female chorus,Female Voices,,,Colin M. Turnbull; Francis S. Chapman,1950s,Smithsonian Folkways,"Music of the Ituri Forest. Folkways Records FE4483, 1957","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Made in affiliation with the American Museum of Natural History. Sent to A.L. by Colin Turnbull in 1960.; https://folkways.si.edu/mgongo-utule/world/music/track/smithsonian,@FW1958MusicOfTheIturiForest
0416,253,-0.65,29.5,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",Mbuti,"Mbau-Mbili, Beni, North Kivu, Democratic Republic of the Congo",21132,,0:01:07,T5439R15,T67.7C,Iyo-o-u-o,Wedding Song; Women's Song,"Women's wedding song, three women in polyrhythmic, interwoven melodic lines.","Moisi, Magdalena, Teresa, female trio",3 Female Voices,,,Hugh Tracey,1952-53,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR125-A5","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1952-57TR125
0417,254,-0.65,29.5,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",Mbuti,"Mbau-Mbili, Beni, North Kivu, Democratic Republic of the Congo",21132,,0:01:10,T5439R14,T67.7B,Amabele-O-Iye,Party Song; Women's Song,"Women's party song, sung by three women in polyrhythmic, interwoven melodic lines.","Moisi, Magdalena, Teresa, female trio",3 Female Voices,,,Hugh Tracey,1952-57,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR125","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1952-57TR125
0418,255,-0.65,29.5,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",Mbuti,"Mbau-Mbili, Beni, North Kivu, Democratic Republic of the Congo",21132,,0:01:11,T5439R13,T67.7A,Mai-O-Da,Fishing Song; Women's Song,"A women's song, sung after fishing. Three women sing a litany in unison, with occasional harmony.","Moisi, Magdalena, Teresa, female trio",3 Female Voices,,,Hugh Tracey,1952-57,ILAM; Smithsonian Folkways,"Music of Africa Series, MOA23-10; The Sounds of Africa, International Library of African Music AMA TR125","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@MOA1963NorthernCongoII
0419,,-0.79,29.04,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo",Forest Bira,"Ituri Forest, Province Orientale, Democratic Republic of the Congo",15412,,0:03:56,,4A22.B9,Lukembi and Voice,Narrative song,The sad story of how a young lady named Albertina went to Kisenyi to buy some fish and never returned,Male solo; lukembi,Male Voice; Lukembi,,,Colin M. Turnbull; Francis S. Chapman,1950s,Smithsonian Folkways,"Music of the Ituri Forest. Folkways Records FE4483, 1957","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Made in affiliation with the American Museum of Natural History. Sent to A.L. by Colin Turnbull in 1960.; https://folkways.si.edu/lukembi-and-voice-3/world/music/track/smithsonian,@FW1958MusicOfTheIturiForest
0420,,2.72,30.64,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",BaNguana,"Ituri Forest, Province Orientale, Democratic Republic of the Congo",11600,,0:02:30,,4A22.A2,Drinking Song,Drinking song,"Opens with female screaming chorus. The song explains its rather heavy, clumsy self. ""We have had lots of palm wine, "" sings Musafili, ""And we are drunk. "" ",Chief Musafili (leader); chorus; wooden drum with antelope skin; mgungu slit gong ,Female voices; Antelope-Skin Drum; Mgungu Slit Gong,,,Colin M. Turnbull; Francis S. Chapman,1950s,Smithsonian Folkways,"Music of the Ituri Forest. Folkways Records FE4483, 1957","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Made in affiliation with the American Museum of Natural History. Sent to A.L. by Colin Turnbull in 1960.; https://folkways.si.edu/drinking-song-2/world/music/track/smithsonian,@FW1958MusicOfTheIturiForest
0421,9213,2.72,30.64,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",BaNguana,"Ituri Forest, Province Orientale, Democratic Republic of the Congo",11600,Old audio file #T5523R32,0:02:24,T5618R10,4A22.A1; WFS7.32,Quiet Song,Quiet Song,Quiet song accompanied on a lukemba,Abdel Aziz sings with lukemba,Male Voice; Lukemba,,,Colin M. Turnbull; Francis S. Chapman,1958,Smithsonian Folkways,"Music of the Ituri Forest. Folkways Records FE4483, 1957","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Made in affiliation with the American Museum of Natural History. Sent to A.L. by Colin Turnbull in 1960; http://www.folkways.si.edu/lukembi-and-voice-2/world/music/track/smithsonian,@FW1958MusicOfTheIturiForest
0422,9255,2.72,30.64,Africa,Central Africa,Equatorial Central Africa,"Ituri Prov, N E DR Congo ",BaNguana,"Ituri Forest, Province Orientale, Democratic Republic of the Congo",11600,,0:01:03,T5521R33,4A22.A4; WFS1B.33,Banguana Devotional Song,Religious Song; Devotional Song; Muslim Devotional Song,Muslim religious song in which children and women take part. This is not an accepted practice amongst more orthodox Muslims,Mixed chorus,Mixed Voices,,,Colin M. Turnbull; Francis S. Chapman,1958,Smithsonian Folkways,"Music of the Ituri Forest. Folkways Records FE4483, 1957","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,Made in affiliation with the American Museum of Natural History. Sent to A.L. by Colin Turnbull in 1960.; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14862,@FW1958MusicOfTheIturiForest
0423,2418,-12.54,27.85,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Nchanga Mine, Chingola, Zambia",20098,,0:03:03,T5440R03,4A70.B7,Fulai Sinali Meya,Topical Song,"An Airplane Flies Fast, topical song about aeroplanes ","Male chorus, silimba xylophone",Male Voices; Silimba Xylophone,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR51","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0424,2412,-18.35,26.5,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Wankie Colliery, Hwange, Zimbabwe",20098,,0:02:46,"<iframe src=""https://open.spotify.com/embed/track/2bu9JQMK47ktW89DD1V8YO"" width=""300"" height=""380"" frameborder=""0"" allowtransparency=""true"" allow=""encrypted-media""></iframe>",TR51.A6,Chinjilile mwalyanjo,Morality Song,You Had Better Be Careful,"Male chorus, guitar, struck bottle (with a nail)",Male Voices; Guitar; Bottle Struck with Nail,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR51","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0425,2416,-12.82,28.21,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Nkana Mine, Kitwe, Zambia",20098,,0:02:07,T5440R01,4A70.B2,Simbayoka Mwisale Kwa Limubunga,Dance Song; Morality Song; Dance Song,"The Simbayoka Is a Dance for Loose Women, morality song, boyoka dance song",Mixed chorus,Mixed Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR51,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0426,2413,-18.35,26.5,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Wankie Colliery, Hwange, Zimbabwe",20098,,0:02:56,T5439R54,4A70.A1,Kwimbo Layetu Ngwe Tylinga,Dance Song,Siyomboka dance song,"Lozi mixed group, xylophone, milupa drums, conical, pegged ","Mixed Voices; Xylophone; Milupa Drums, Conical, Pegged",,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR51,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0427,2411,-18.35,26.5,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Wankie Colliery, Hwange, Zimbabwe",20098,,0:03:24,T5456R32,TR67.B7,Shendamundale banana,Lament,"I Am a Very Worried Man, Lament song","Alexander Muhiana, Griffis Kopo, kangombio, mbira",2 Male Voices; Kangombio; Mbira,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR67","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR67
0428,2419,-18.35,26.5,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Wankie Colliery, Hwange, Zimbabwe",20098,,0:02:44,T5456R31,TR67.B6,Kwaile Muhiana ni' yema,Self-Delectative Song,"I Will Go Where Muhiana Has Gone, self-delectative song","Alexander Muhiana, Griffis Kopo, kangombio, mbira",2 Male Voices; Kangombio; Mbira,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR67,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR67
0429,2414,-18.35,26.5,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Wankie Colliery, Hwange, Zimbabwe",20098,,0:04:36,T5439R55,4A70.A3,"Linyalo Laka Le Kimonem Libonela,",Dance Song,"I Knew Our Marriage Would Not Last, Siyomboka dance song","Lozi mixed group, gourd rattle, xylophone, beaten stick, struck percussion ",Mixed Voices; Gourd Rattle; Xylophone; Beaten Stick; Struck Percussion,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR51,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0430,2415,-12.82,28.21,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Nkana Mine, Kitwe, Zambia",20098,,0:03:13,T5440R02,4A70.B6,Nisoya Na Chingola Niyoleka Moskito,Dance Song; Courtship Song,"I Am Going to Chingola to Buy a Mosquito (net), Mbunda dance song, about buying a mosquito net in order to secure marriage","Mixed chorus, milupa conical drums, pegged, hand-beaten","Mixed Voices; Milupa Conical Drums, Pegged, Hand-Beaten",,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR51,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0431,2417,-12.54,27.85,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Nchanga Mine, Chingola, Zambia",20098,,0:02:45,T5440R04,4A70.B8,Naliba Kaboma,Topical Song; Mourning Song,"I Cry for My Mother, topical song","Male chorus, xylophone, silimba",Male Voices; Xylophone; Silimba,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR51,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR51
0432,2420,-17.85,25.82,Africa,Southern Africa,C Southern Africa,Barotseland,Lozi,"Livingstone, Zambia",20098,,0:01:33,T5456R27,TR67.B2,Nkoya,Self-Delectative Song,Self-delectative song,"Mwendawai Sendowi, 14 note kangombio (mbira) with gourd resonator ",Male Voice; 14 Note Kangombio (Mbira) With Gourd Resonator,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,The Sounds of Africa. International Library of African Music AMA TR67,"The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR67
0433,,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:01:18,,TR64.B11,Mokhoroane,Self-Delectative Song,The dove. Self-delectative song,Theko Moshesh; Lesiba stick zither with quill,Male Voice; Lesiba stick zither with quill,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR64","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR64
0434,,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:01:20,,TR64.B9,Ha Setimela Se Tsamaea,Self-Delectative Song,While the train goes. Self-Delectative Song,Lesholu Molai; Sitolotolo Mouth Bow,Male Voice; Sitolotolo Mouth Bow,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR64","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR64
0435,,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:01:25,,TR64.B4,Khajoane,Work Song; Agricultural Song; Domestic Song,The eagle. Work song for grinding,Sotho men and women,Male and Female Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR64","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR64
0436,,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:01:25,,TR64.B3,Tenshin,Work Song; Agricultural Song; Domestic Song,Attention. Work song for hoeing,Sotho men and women,Male and Female Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR64","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR64
0437,2265,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:01:50,T5456R13,TR64.B7,Ahe Likalakati,Women's Song; Dance Song,"The Usurpers, Mokhibo dance for women, knee dance","Group of Sotho women, clapping",Female Voices; Clapping,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR64","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR64
0438,2267,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:04:57,T5450R29,TR18.B3,Lithoko Tsa Morena Neo Sibi,Praise Song; Song About Leadership; Chief's Song,"Praises for Chief Neo Sibi, recorded at Hebron School, Chief Sibi's Location","Kohtso Lepheana, male group, mixed chorus",Male Voices; Male Voices; Mixed Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR18","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR18
0439,,-30.36,28.8,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:02:56,,TR18.A3,Pikoko,Dance Song,The peacock. ,Sotho women,Female Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR18","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR18
0440,281,-30.26,28.54,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Queen's Mercy, Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:03:20,T5450R20,TR18.A1,Haopala Pitsi,Work Song,"No One Can Run in Front of a Horse, Traditional work song to accompany the braying of skins, recorded at the Headquarters of Chief Moshesh",Group of Sotho men,Male Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR18","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR18
0441,2268,-30.26,28.54,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Queen's Mercy, Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:01:06,T5450R25,TR18.A6,Hiho,Hunting Song,"A Plain Rat, traditional Sotho mouse-hunting song, unaccompanied, recorded at the Headquarters of Chief Moshesh",Group of Sotho men,Male Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR18","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR18
0442,2266,-30.26,28.54,Africa,Southern Africa,E Southern Africa,South Africa/ Lesotho,Sotho,"Queen's Mercy, Matatiele Local Municipality, Eastern Cape Province, South Africa",25917,,0:03:32,T5450R21,TR18.A2,Khokong,Work Song,"Buffalo, traditional work song to accompany the braying of skins, recorded at the Headquarters of Chief Moshesh",Group of Sotho men,Male Voices,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR18","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR18
0443,,-28.22,31.46,Africa,Southern Africa,Coastal Southern Africa,"KwaZulu-Natal Prov, South Africa",Zulu,"Mahlabatini, KwaZulu-Natal Province, South Africa",29360,,0:02:58,,TR12.A3,Kuyashisa e Mqhobo,Ihubo; Ceremonial song,"It is hot at the river Mqhobo. Ihubo song for ceremonial occasions, with stamping.",Chief Buthelezi and his tribesmen,Male Voices; Stamping,,,Hugh Tracey,1957,ILAM; Smithsonian Folkways,"The Sounds of Africa, International Library of African Music AMA TR12","The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University, Grahamstown, South Africa; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress",,,,http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian,@SOA1957TR12
