Society_latitude,Society_longitude,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People2,People3,Arensberglomax_clusters,Focal_years,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Koppen_climate_terrain,Koppen_code,Arensberglomax_taxon,Taxon_id,Language,Language_nearsubfamily,Language_largersubfamily,Language_family,Language_familytree,ISO6393,Glottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,dplace_id,EA_cu_name,EA_cu# UPDATE,Murdock_cu#,EA_Prov_name,EA_Prov_#,EA_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources
36.53,-82.71,36.53,-82.71,North America,United States,Southeast US,Appalachia,Appalachia,Country,Appalachian White ,,Celtic/ Anglo-Saxon Peoples,Western Europe,1927; 1928; 1929; 1930; 1936; 1937; 1939; 1941; 1946; 1956; 1957; 1958; 1959; 1960; 1962; 1999,35,6,4,15,Warm Oceanic Humid Subtropical,Cfa,PA-Europe,scfal1107,Southern American English,Anglic,Germanic,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,,18349,18349,18349,18349,18349,18349,,US SOUTH:WHITE; HILLBILLY,,18349; 16765,,,44359; 32065,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosout3302  @WikiAppalachia  
36.65,-93.22,36.52,-93.21,North America,United States,Southeast US,Ozarks,Ozark,,Ozarks White ,,Celtic/ Anglo-Saxon/ Germanic Peoples,,1959,3,2,,,Warm Oceanic Humid Subtropical,Cfa,,,Midland American English,Anglic,Germanic,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,midl1243,United States,,62425,62425,62425,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomidl1243  @WikiOzarks  
36.49,-79.77,35.38,-80.57,North America,United States,Southeast US,Piedmont Reg,Piedmont White,,Piedmont White ,,,,1926; 1959; 1963,4,1,,,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Anglic,Germanic,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,,62437,62437,62437,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottosout3300  @WikiPiedmont  
35.87,-110.62,34.38,-112.46,North America,United States,Southwest US,Arizona,Hopituh Shi-nu-mu,Sora; Hopi; Hopituh Shinumu,Hopi Uto-Aztecan,,Southwest Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1940; 1954-56,10,8,,,Semi Arid Steppe Cold,BSk,I-Pueblo,scfal403,Hopi,Hopi,Northern Uto-Aztecan,Uto-Aztecan,Uto-Aztecan,ISO 639-3: hop,hopi1249,United States,,16831,16831,16831,,,16831,,HOPI,Nh18,16831,Pueblo-Navaho,162,48961,wiki,"Historically, the Hopituh Shi-nu-mu have occupied three Mesas in northeastern Arizona, surrounded by a larger Navajo reservation. Traditionally, women and men had equal power; with women having sovereignty over land, and men controlling most village decisions. In many Hopituh Shi-nu-mu ceremonies Kachinas, or supernatural beings, are invoked through intricate dances to bring rain and a good harvest.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohopi1249 @Ethnohop @WikiHopi  
35.08,-108.76,34.32,-109.05,North America,United States,Southwest US,Arizona/ New Mexico,A:shiwi (Zuni),Ashiwi; Zuni,Zuni Pueblo,,Southwest Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1940; 1941; 1950; 1936-51,10,8,,,Semi Arid Steppe Cold/ Cold Desert,"BSk, BWk",I-Pueblo,scfal411,Zuni (language isolate),Zuni (language isolate),Zuni (language isolate),Zuni (language isolate),Isolated language,ISO 639-3: zun,zuni1245,United States,,29371,29371,29371,,,29371,,ZUNI,Nh4,29371,Pueblo-Navaho,162,47986,wiki,"The Zuni people have lived in the American Southwest for thousands of years. Their cultural and religious traditions are rooted, in large part, in the people's deep and close ties to the mountains, river ways, forests, and deserts of this ancient Zuni homeland. The A:shiwi, grouped with the Pueblo tribes, have lived in the Zuni River Valley on the New Mexico and Arizona border since 700 C.E. During the periods of Spanish and Mexican rule, they, controlled roughly 15 million acres; their reservation is now about 40,000 acres. The A:shiwi participated in the Great Pueblo Revolt of 1680. Their language is an isolate.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottozuni1245 @Ethnozun @WikiZuni  
36.21,-110.08,37.01,-109.05,North America,United States,Southwest US,Arizona/ Utah/ New Mexico,Diné (Navaho),Navajo; Diné; Naabeehó; Navaho; Dene,Navajo S Athabaskan,,Southwest Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1949; 1961; 1963; 1969; 1940-50,15,9,1,10,Temperate Continental/ Humid,Dfb,I-Desert,scfal376,Navajo,Apachean,Athabaskan,Athapaskan-Eyak-Tlingit,"Athapaskan-Eyak-Tlingit, Apachean",ISO 639-3: nav,nava1243,United States,,22243,22243,22243,22243,22243,22243,,NAVAHO,Nh3,22243,Pueblo-Navaho,162,58198,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonava1243 @Ethnonav @WikiNavajo  
40.08,-119.54,40.4,-116.23,North America,United States,Southwest US,Great Basin,S Paiute,,Numic Uto-Aztecan,,Great Basin Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1941; 1943; 1940-50,10,10,,,Semi Arid Steppe Cold,BSk,C-Colorado River,scfal97,Southern Pauite,Southern Numic,Northern Uto-Aztecan,Uto-Aztecan,"Uto-Aztecan, Numic, Ute-Southern Paiute",,sout2969,United States,,24575,24575,24575,,,,,SPAIUTE,,,,,65375,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosout2969  @WikiSouthernPaiute  
31.81,-112.01,32.92,-112.67,North America,United States,Southwest US,Sonoran Desert,Tohono O’odham,Papago,Oʼodham Uto-Aztecan,,Southwest Indigenous Peoples,Nuclear America,1941; 1940-50,8,8,,,Warm Desert,BWh,I-Desert,scfal377,Tohono O'odham,Tepiman,Southern Uto-Aztecan,Uto-Aztecan,"Uto-Aztecan, Tepiman, Piman",ISO 639-3: ood,toho1245,United States,,23420,23420,23420,,,,,PAPAGO,Ni2,23420,Northwest Mexico,163,31835,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotoho1245 @Ethnoood @WikiTohonoOʼodham  
43.09,-79.06,43.64,-77.93,North America,United States/ Canada,Great Lakes/ N E Woodlands,Lake Ontario,Haudenosaunee,Iroquois,Six Nations Iroquoian,Iroquoian Peoples,Northeast Woodlands Peoples,Circum-Pacific Hunter/ Foragers,1941; 1945; 1950; 1957,16,9,1,,Temperate Continental,Dfb,I-Eastern,scfal357,Northern Iroquoian,Northern Iroquoian,Northern Iroquoian,Iroquoian,Iroquoian,,nort2947,United States,,17282,17282,17282,17282,,17282,,IROQUOIS,Ng10,17282,Northeastern Woodlands,156,33347,wiki,"The Haudenosaunee confederacy of Mohawk, Oneida, Cayuga, Seneca, Onondaga, and Tuscarora occupied S. Ontario and Quebec, NY, PA, WI and OK, trading with E. Coast tribes. After Europeans came they maintained autonomy by joining the fur trade and playing French and British against each other. After the Seven Years' War the Haudenosaunee lost influence and were reduced to their present reservations around Lake Ontario and Wisconsin.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonort2947  @WikiIroquois  
68.72,22.11,69.11,24.42,North Eurasia,Arctic Circle,N Fennoscandia,Sapmi,W Sáami,Lapps; Saami; Same; W Saami; Laplanders,Sáami Finno-Ugric Peoples,Sami Peoples,Uralic Peoples,Circum-Pacific Hunter/ Foragers,1955,13,10,,10,Ice Cap,EF,AH-Siberia,scfal414,Western Saami,Western Saami,Saami,Uralic,"Uralic, Saami",,west2390,Finland; Norway; Russia; Sweden,,19702,19702,19702,,19702,19702,,LAPPS,Cg4,19702,Lapps,58,63052,wiki,"For a long time, in the Scandinavian countries, where the Sami people live, the use of the Sami languages in schools and public life was banned. Nevertheless, in the mid of the 20th century, attention was drawn to the issues of the Sami minority. The goverments became more decisive in attempts to maintain the Sami culture and traditional society through the use and exercise of Sami language in schools and the reindeer pastures' preservation.  The Saami are indigenous to Sápmi, the northern tundra rof Norway, Finland, and Sweden, and the Kola Peninsla of Russia. They're reindeer herders whose languages belong to the Uralic family. Their joik singing is comprised of nonsense words set to fixed melodies; short descriptive sentences and names are occasionally interspersed.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottowest2390  @WikiSami  
43.06,141.35,43.44,142.63,North Eurasia,E North Eurasia,N Japan,Hokkaidō,Hokkaido Ainu,Ezo; Yezo; Yeso; Yesso,Ainu,N Eurasian Peoples,Ainu Peoples,Old Eurasia,1943; 1954; 1957; 1959; Pre-1939,14,6,1,7,Warm Continental Humid,Dfa,,,Hokkaido Ainu,Hokkaido Ainu,Hokkaido-Kuril Ainu,Ainu,"Ainu, Hokkaido-Kuril Ainu",ISO 639-3: ain,ainu1240,Japan,,16809,16809,16809,16809,16809,,,AINU,Ec7,16809,Ainu,78,,wiki,"For extended period of time, Hokkaido was inhabitance of the aboriginal Ainu peoples. Previously, the territory was called Yezo; in 1869, it was renamed Hokkaido, which means ""North Sea Province"", after major Japanese settlement. Later, most Ainu adapted Japanese culture under the growing Japanese presence; however,handful numbers of Ainu people have kept their Ainu identity and culture, mainly in northern Hokkaido.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoainu1240 @Ethnoain @WikiAinu  
68.64,170.04,65.99,-174.72,North Eurasia,E North Eurasia,Russian Far East,Chukchi Peninsula,Chaunsky Chuckchi,Chuckchee; Luorawetlan,Chukotko-Kamchatkan Peoples,,Paleo-Siberian Peoples,Siberia,1939; 1956,10,10,3,,Tundra,ET,AH-Siberia,scfal413,Chukchi,Chukchi,Chukotian,Chukotko-Kamchatkan,"Chukotko-Kamchatkan, Chukotian",ISO 639-3: ckt,chuk1273,Russia,,13850,13850,13850,13850,,13850,,CHUCKCHEE,Ec3,13850,Paleo-Siberians,76,6710,wiki,"Because of the harsh weather conditions and difficulty of life in the area where the Chukchi people live, hospitality and generosity are greatly valued among them. The Chukchi are convinced that all natural phenomena are thought to possess their own spirits. Cultural lifestyle still survives and practiced but it is to a great extent supplemented.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottochuk1273 @Ethnockt @WikiChukchi  
47.23,142.87,50.24,142.8,North Eurasia,E North Eurasia,Russian Far East,Sakhalin Island,Sakhalin Ainu,Aynu; Ezo; Emishi; Ebisu; Aino,Ainu,N Eurasian Peoples,Ainu Peoples,Siberia,1957,5,5,,3,Humid Continental,Dfb,HF-Prairie,scfal197,Sakhalin Ainu,Sakhalin Ainu,Sakhalin Ainu,Ainu,Ainu,,sakh1245,Russia,,10209,10209,10209,,10209,10209,,AINU,Ec7,10209,,,57639,wiki,"The Ainu people's traditional religion was Animism. The most important ritual took place over several years and required the capture of a bear cub. It was then raised as a family member and taken care of in an acceptable and caring way. At a designated time, the bear was ceremonially killed. Having cared for the bear well while it was living, the Ainu people were convinced that in death the bear's spirit would protect and provide the safety and happiness of its adoptive society. The Ainu settled Japan long before the Iron Age Yayoi. They speak a language isolate and are animists, believing that everything has a kamuy (spirit or god): Fuchi, goddess of hearths; Kim-un god of bears and mountains: and Repun god of seas, fishing and marine animals. During the Iomante ceremony, a bear is sacrificed and its spirit returned to the gods.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosakh1245  @WikiAinu  
66.18,71.02,68.04,59.52,North Eurasia,Siberia,N W Siberia,Nenets Aut. Okrug/ Yamalo-Nenets Aut. Okrug,Nenet,Samoyede; Yurak,Samoyedic Peoples,,Uralic Peoples,Siberia,1938; 1956,10,10,1,,Subarctic,Dfc,AH-Siberia,scfal415,Nenets,Enets-Nenets,Samoyedic,Uralic,"Uralic, Samoyedic, Enets-Nenets",,nene1251,Russia,,24806,24806,24806,24806,,,,YURAK,Ec4,24806,Ostyak-Samoyed,73,58976,wiki,"The Nenets, formerly called Samoyeds, inhabit a very wide swathe of northern Russia and are divided into two distinct culture groups: Forest and Tundra. Their language belongs to the Samoyed division of the Uralian branch of the Uralo-Altaic lfamily.The Nenets people practice shamanisim and animisim (religiuos belief that suggests that everything surrounding people, such as objects, places and creatures, have a unique spiritual essence) that emphasize admiration and respect for the land and its resources. Their social structure was a clan-based.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottonene1251  @WikiNenets  
-3.11,129.43,-2.07,146.97,Oceania,Melanesia,Bismarck Archipelago,Admiralty Islands,Manus,,Manus Austronesian,,Melanesian Peoples,Warm Latitude Foragers,1953; 1954; 1953-54,16,12,,12,Tropical Rainforest,Af,HF-Manus,scfal235,Manus,Admiralty Islands,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Oceanic, Admiralty Islands",,manu1262,Papua New Guinea,,20813,20813,20813,,20813,20813,,MANUS,Ig9,20813,Admiralty and Western Islands,120,19793,wiki,"The subsistence base for rural Manus is swidden agriculture on the mainland, fishing for islanders. Farming people harvest sago palms and tree fruits and nuts, and grow taro, sweet potatoes, leafy greens, and bananas. Islanders catch reef fish and some pelagic species, as well as shark or sea turtle. Most maintain coconut palms for food, cooking oil and copra and cocoa for sale. Famiies grow greens, squash, sugarcane, and bananas, areca (betel) nuts, and betel peppers. Pigs are important for feasts.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomanu1262  @WikiManus  
-18.09,178.45,-17.82,177.99,Oceania,Melanesia,Fiji,Viti Levu,Fiji,Fijian; Viti; iTaukei,Fijian Austronesian,,Melanesian Peoples,Warm Latitude Gardeners,1941; 1960; 1950-55;,12,9,,,Tropical Rainforest,Af,AH-Melanesian Shoreside,scfal464,Fijian,Tokelau-Fijian,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, East Fijian",ISO 639-3: fij,fiji1243,Fiji,,15302,15302,15302,,,15302,,FIJI,,15302,,,50747,wiki,"The Fijians are the dominant indigenous people of the Fiji Islands. Although the exact ancestry of the Fijian people are unknown, Indigenous Fijians are believed to have come in Fiji from western Melanesia around 3,500 years ago. ",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottofiji1243 @Ethnofij @WikiFijians  
9.96,139.61,9.96,139.61,Oceania,Micronesia,C Micronesia,"Ulithi Atoll, Caroline Islands",Ulithi,,Trukic Austronesian,,Micronesian Peoples,Warm Latitude Gardeners,1947-48; 1960s,10,8,,,Tropical Rainforest,Af,AH-Western Maritimes,scfal491,Ulithian,Micronesian,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Oceanic, Micronesian, Chuukic-Ponapeic, Trukic",ISO 639-3: uli,ulit1238,Federated States of Micronesia,,27930,27930,27930,,,,,ULITHI,If9,27930,Central and Eastern Carolines,117,6765,wiki,The Ulithi people are Micronesians living on an atoll in the west-central Caroline Islands.,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnouli @WikiUlithi  @Glottoulit1238
-38.29,176.54,-38.97,175.39,Oceania,New Zealand,New Zealand,North Island,Maori,Paratonga,E Polynesian Austronesian,,Polynesian Peoples,Warm Latitude Gardeners,1919; 1949; 1950; 1950-55; Before 1909,13,8,,9,Temperate Oceanic,Cfb,I-Amazon,scfal315,Maori,Tokelau-Fijian,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Oceanic, Tokelau-Fijian, Polynesian",ISO 639-3: mri,maor1246,New Zealand,,20835,20835,20835,,20835,20835,,MAORI,Ij2,20835,Southern Polynesia,130,25425,wiki,The Māori people are the native Polynesian people of New Zealand. The Māori migrated from Polynesia to New Zealand in the 13th century C.E. Centuries of isolation resulted in their developing their own language and creating a unique culture with a rich mythology and distinctive art forms rooted in Polynesia. A warrior society developed and war between clans was common. Māori exhibit their heritage and cultural Polynesian identity through song and dance.  ,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomri @WikiMaori  @Glottomaor1246
-10.84,-165.83,-10.84,-165.83,Oceania,Polynesia,Cook Islands,Pukapuka,Pukapuka,,Polynesian Austronesian,,Polynesian Peoples,Warm Latitude Gardeners,1964; c.1960's,6,8,,,Tropical Rainforest,Af,AH-Western Maritimes,scfal486,Pukapuka,Tokelau-Fijian,Malayo-Polynesian,Austronesian,"Austronesian, Malayo-Polynesian, Oceanic, Central Pacific linkage, Tokelau-Fijian, Polynesian",ISO 639-3: pkp,puka1242,Cook Islands,,23981,23981,23981,,,,,PUKAPUKANS,Ii3,23981,Western Polynesia,129,44381,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnopkp @WikiPukapuka  @Glottopuka1242
-12.27,-53.47,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Kamayurá,Kamaiurá; Camayura; Kamayura,Tupi-Guarani,Tupian Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1952; 1953; 1949-50,12,6,,,Tropical Savannah,Aw,I-Amazon,scfal296,Kamayurá,Tupi-Guarani,Maweti-Guarani,Tupian,"Tupian, Tupi-Guarani",ISO 639-3: kay,kama1373,Brazil,,13102,13102,13102,,,13102,,CAMAYURA,Si5,13102,Xingu,189,11827,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokama1373 @Ethnokay @WikiKamayura  
-9.84,-52.75,-9.67,-52.6,South America,C South America,E Amazon Basin,Mato Grosso,Mebêngôkre,N Kayapó; Kayapo; Caiapó; Mebengokre; Gorotire; Kuben-Kran-Krên; Kôkraimôrô; Mekrãgnoti; Metyktire; Xikrin; N Kayapo,Kayapó Gê,Nuclear-Macro-Je Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1955; 1960; 1961,19,6,1,,Monsoon,Am,I-Amazon,scfal318,Kayapó,Je Setentrional,Je,Nuclear-Macro-Je,"Nuclear-Macro-Je, Je",ISO 639-3: txu,kaya1330,Brazil,,22045,22045,22045,22045,,22045,,COROA,Sj9,22045,Northern Ge,190,7510,wiki,"The Mebêngôkre, people of the wellspring, live in populous villages in the Mato Grosso and Pará in Brazil, south of the Amazon Basin and along the Xingu R. and its tributaries, practicing slash and burn farming, hunting with some fishing and gathering. Their society is communal and based on principles of egalitarianism, with a rich ceremonial component. Their well-developed social organization generates strength in leadership and solidarity to face threats to Mebêngôkre land and culture.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnotxu @WikiKayapo  @Glottokaya1330
9.08,-72.94,9.07,-72.8,South America,N South America,Continental Caribbean,"Catatumbo R, Colombia",Barí,Bari; Yuko; Motilones,Magdalenic Chibchan,,Continental Caribbean Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1960-61,7,7,,,Tropical Rainforest,Af,C-South America,scfal84,Bari,Southern Magdalenic,Magdalenic,Chibchan,"Chibchan, Magdalenic",ISO 639-3: mot,bari1297,Colombia,,21814,21814,21814,,,21814,,MOTILON,Sb3,21814,Northern Colombia and Venezuela,172,13909,wiki,"The Motilon belonged to the defunct Tairona Culture of northeastern Colombia and western Venezuela in the Catatumbo R. basin. Motilones means shaved heads in Spanish, and is how Spanish-speaking Colombians refer to them. The people refer to themselves as Bari, also the name of their language, of the Chibchan family.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnomot @WikiMotilon  @Glottobari1297
10.23,-71.81,12.06,-71.59,South America,N South America,Continental Caribbean,"Guajira Peninsula, Colombia & Venezuela",Wayuu,Wayu; Wayúu; Guajiro; Goajiro,Caribbean Arawakan,,Continental Caribbean Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1940; 1942; 1947; 1959; 1961; 1960-61,10,10,1,,Tropical Savannah,Aw,UAH (Unclassified Animal Husbanders),scfal991,Wayuu,Guajiro-Paraujano,Caribbean Arawakan,Arawakan,"Arawakan, Northern Maipuran, Caribbean Arawakan",ISO 639-3: guc,wayu1243,Colombia; Venezuela,,15973,15973,15973,15973,,15973,,GOAJIRA,Sb6,15973,Northern Colombia and Venezuela,172,25918,wiki,"Formerly, Wayuu society was probably egalitarian, based on an economy of horticulture, gathering, hunting, and fishing, depending on the region. Today, it is a strongly hierarchical pastoral culture. The first livestock arrived from Europe around the beginning of the sixteenth century. Hungry, curious, and adventurous, some of the Wayuu obtained livestock by raid and theft until they had semi-wild herds of cattle and horses. Pastoralism progressively became widespread, probably facilitated by missionaries, who made many attempts at pacification; by pirates hostile to the Spanish and in quest of food; and by Black slaves who, by choice or by force, settled among the Wayuu. At the close of the 19th c., pastoralism was general, supplemented by smuggling, wage labor, and urban remittances.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoguc @WikiWayuu  @Glottowayu1243
4.71,-64.39,5.69,-65.52,South America,N South America,Orinoco Basin,Amazonas/ Bolivar,So’to,Makiritare; Maiongong; Maquiritare; Soto; Ye'kuana; Yekuana; Dekuana; Yecuana; Ye'kwana; Ye'Kuana; Yequana,Guianan Cariban,,Orinoco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1964,11,8,1,,Tropical Rainforest/ Monsoon,"Af, Am",HF-South America,scfal196,Maquiritari,Maquiritari-Wayumara,Guianan,Cariban,"Cariban, Guianan, Maquiritari-Wayumara",ISO 639-3: mch,maqu1238,Venezuela,,29030,29030,29030,29030,,29030,,YEKUANA; MAKIRITARE,Sc16,29030; 20505,Southeast Venezuela,177,26225,wiki,"The So’to of the tropical rain forest live along rivers in Brazil and Venezuela, practicing shifting cultivation, fishing, and hunting. They weave intricate baskets and men must prove their weaving skills before marriage. Villagers lived in one big woven circular house given to them by Wanadi, their god. Hunting tapir, deer, peccaries, anteaters, male alligators, armadillos, and turtles by tracking and communal drive is preeminent over fishing. Men fish with harpoon arrows or join their women in fishing with hook and line (barbasco). Earthworms, leafcutter ants, palm-borer larvae, turtle eggs, frogs, and wild fruits and vegetables constitute much-appreciated seasonal fare.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomaqu1238 @Ethnomch @WikiYe'kuana  
5.82,-68.98,7.82,-68.91,South America,N South America,Orinoco Basin,Los Llanos,Guahibo,Sikuani,Guahiboan,,Orinoco Indigenous Peoples,Nuclear America,1947; 1949,10,10,,,Monsoon,Am,I-Amazon,scfal309,Guahibo,Guahibo-Playero,Guahibo-Cuiva,Guahiboan,"Guahiboan, Guahibo-Cuiva",ISO 639-3: guh,guah1255,Colombia,,16193,16193,16193,,,,,GUAHIBO,Sc4,16193,Orinoco Plain,175,16703,wiki,"The Guahibo occupy Los Llanos or Savannah plains in E. Colombia, Guainia, and S Venezuela near the Colombian border. Traditionally, the Guahibo and Chiricoa were nomadic hunters, gatherers, and fishermen; their most important food animal was the armadillo. Constantly on the move, they rarely spent more than two or three days in one camp.",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoguh @WikiGuahibo  @Glottoguah1255
-14.41,-71.98,-13.22,-72.01,South America,N W South America,C Andes,Cuzco Dept,Q'ero,Q'iru; Qero; Qiru,Quechuan,,Andes Indigenous Peoples,,1964,5,5,,,"Temperate, Dry Winter, Warm Summer",Cwb,,,Cuscan Quechua,Quechua IIC,Quechua II,Quechuan,Quechuan,,cusc1235,Peru,,62301,62301,62301,,,,,,,,,,,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocusc1235  @WikiQ'ero  
-14.41,-71.98,-13.22,-72.01,South America,N W South America,C Andes,Cuzco Dept,S Peruvian Quechua,Runakuna; Kichwas; Ingas,Quechuan,,Andes Indigenous Peoples,Nuclear America,1964; 1977-78,8,5,,,Tundra,ET,AH-Andes,scfal421,Quechua IIC,Quechua IIC,Quechua II,Quechuan,"Quechuan, Quechua II",,quec1389,Peru,,24091,24091,24091,,,24091,,QUECHUA; BOLIVIAN,,24091; 12453,,,7006,wiki,,,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap   @WikiSouthernQuechua  @Glottoquec1389
-2.83,-77.26,-9.29,-73.96,South America,N W South America,W Amazon Basin,Peruvian Amazon,Jivaro,Shuar; Achuar; Humabisa; Aguaruna,Jivaroan,Jivaroan Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1954; 1955; 1956-57,12,6,1,9,Tropical Rainforest,Af,I-Amazon,scfal310,Achuar-Shiwiar,Achuar-Shiwiar,Shuaric,Chicham,Jivaroan,ISO 639-3: acu,achu1248,Peru,,17667,17667,17667,17667,17667,17667,,JIVARO,Se3,17667,Loreto,183,837,wiki,"The Jivaro live in autonomous fortified households scattered in the forested eastern Andean slopes and lowlands of Ecuador and Peru. Men compete for wives, who do nearly all the arduous gardening work; they often maintain two wives, children and sons-in-law",,,@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap  @Ethnoacu @WikiJivaroan  @Glottoachu1248
